order_item_key,order_key,product_key,seller_key,price,freight_value
41209,84851,16296,1902,179.10,9.45
41210,19946,16465,3064,29.99,7.78
41211,46065,18166,2660,23.70,5.93
41212,46065,10799,524,24.90,5.92
41213,65621,11257,2559,39.90,11.95
41214,65621,11257,2559,39.90,11.95
41215,62562,32478,731,51.49,16.12
41216,81236,29912,370,25.00,18.33
41217,81236,29912,370,25.00,18.33
41218,81236,29912,370,25.00,18.33
41219,81236,29912,370,25.00,18.33
41220,12367,18944,2494,52.90,9.27
41221,75701,20919,3015,44.90,14.10
41222,75701,20919,3015,44.90,14.10
41223,55655,4522,1746,32.90,10.96
41224,7610,27599,1819,150.00,9.86
41225,57533,15621,524,149.90,12.54
41226,39973,26560,171,69.00,14.65
41227,39973,26560,171,69.00,14.65
41228,10091,9357,532,69.00,8.99
41229,21941,24060,714,39.99,15.10
41230,15348,8061,2477,132.97,12.43
41231,99338,22462,1752,155.97,19.19
41232,46822,32450,83,49.90,14.10
41233,93611,4045,2741,169.00,42.16
41234,96936,23054,2717,29.90,18.31
41235,96936,14084,2717,29.90,18.31
41236,31959,9512,233,105.00,17.87
41237,83718,28716,2482,14.90,12.79
41238,54105,25159,2424,129.90,9.10
41239,65612,19202,1113,27.99,15.10
41240,45768,19879,2781,229.80,19.49
41241,79632,18355,951,93.80,19.85
41242,98673,20631,41,170.00,22.49
41243,73235,908,711,49.00,10.96
41244,52224,14250,1139,379.00,71.53
41245,56869,11776,2826,89.90,11.83
41246,73774,8450,2416,14.90,15.10
41247,27565,2950,608,23.80,8.11
41248,31914,31981,744,149.65,51.55
41249,50329,3980,2100,186.99,16.94
41250,78976,1519,2902,319.90,24.96
41251,57633,14217,2321,199.00,0.00
41252,27431,20786,2262,68.90,12.61
41253,91073,14174,1819,129.90,9.26
41254,73719,14512,1664,109.90,27.24
41255,93213,12399,1405,93.90,11.27
41256,50683,8948,423,124.99,28.23
41257,75579,30746,674,62.00,16.62
41258,86714,18798,973,53.90,8.88
41259,6578,10927,973,5.90,15.10
41260,6578,10927,973,5.90,15.10
41261,75435,7976,2262,84.90,23.29
41262,75435,12904,578,67.90,2.03
41263,39538,21437,376,37.90,14.52
41264,21618,7867,1135,51.73,66.89
41265,9290,24504,1948,109.90,26.05
41266,62229,25882,2298,36.87,18.23
41267,27455,21632,2222,103.90,36.05
41268,21404,30176,1697,59.00,7.87
41269,95679,14992,1382,21.90,8.29
41270,61963,2611,2441,326.16,34.38
41271,32893,4002,2220,379.99,19.23
41272,20997,29199,3086,69.90,17.74
41273,8254,8293,417,142.00,50.55
41274,70671,30789,2393,139.90,31.05
41275,70671,13016,2393,79.90,5.29
41276,83666,24655,653,50.00,14.44
41277,75421,22438,1114,439.00,16.82
41278,61015,15274,2412,325.00,17.02
41279,34994,18454,711,89.00,21.42
41280,97753,12150,262,10.99,15.10
41281,71900,12103,1177,181.01,15.02
41282,95329,4558,2741,129.97,38.75
41283,39018,11453,1213,26.10,8.29
41284,39018,11453,1213,26.10,8.29
41285,73012,23463,121,99.99,14.29
41286,593,7826,709,54.99,15.13
41287,94779,9178,2254,256.78,17.56
41288,91190,9349,1701,29.90,7.47
41289,2213,27247,2494,152.90,18.32
41290,28307,10227,937,89.99,9.44
41291,20698,4391,1574,27.90,8.82
41292,21114,31950,3064,28.90,15.10
41293,88056,890,90,130.00,9.66
41294,10303,11358,2243,49.00,37.97
41295,31528,6886,619,129.90,27.23
41296,88791,9813,1287,109.90,15.08
41297,54453,5610,121,219.99,71.75
41298,58047,12039,2717,58.90,13.77
41299,75708,16192,2723,69.00,26.78
41300,28392,6104,709,42.99,14.11
41301,87976,18501,633,12.99,37.90
41302,87976,18501,633,12.99,37.90
41303,57357,5920,1643,79.90,13.11
41304,48926,30536,1764,55.00,19.36
41305,42347,623,1974,49.99,22.28
41306,76995,14356,3015,119.90,15.59
41307,61647,981,721,59.00,13.77
41308,64826,24784,387,145.90,15.77
41309,42562,8876,3042,225.99,12.60
41310,39755,8914,1113,16.99,11.85
41311,51419,19935,1948,89.90,14.38
41312,88438,28449,619,210.00,14.83
41313,89191,24634,2170,219.00,16.28
41314,9698,19786,2423,118.99,17.08
41315,41682,2775,937,53.99,7.78
41316,22309,28959,1675,64.90,15.66
41317,22309,28959,1675,64.90,15.66
41318,28001,14797,1266,27.99,15.98
41319,44045,16504,1377,89.90,27.48
41320,38791,2539,2991,101.00,41.10
41321,85862,20177,850,49.90,14.52
41322,6167,30481,978,37.99,11.73
41323,70792,12249,274,177.99,14.40
41324,73323,16238,666,77.08,11.15
41325,31059,6258,1328,145.00,18.89
41326,27779,16351,242,75.00,12.07
41327,27779,4624,242,90.00,14.19
41328,46751,11720,2423,219.99,18.79
41329,82357,11353,1673,214.90,15.67
41330,43615,12381,714,39.98,19.32
41331,48807,7468,948,18.90,16.11
41332,77698,21319,2598,54.90,7.52
41333,77698,27692,2598,54.90,17.28
41334,83264,13384,58,11.97,15.10
41335,63532,26085,1706,209.99,32.50
41336,79248,5626,526,119.99,23.83
41337,18916,26231,1248,58.99,15.51
41338,61705,5998,2192,169.90,31.84
41339,97642,24991,2098,225.00,25.45
41340,70231,26223,1783,89.99,7.88
41341,41608,8868,2192,1054.00,64.05
41342,48547,32814,1346,29.90,17.78
41343,19096,13782,833,129.00,9.03
41344,19096,27692,2598,59.90,20.77
41345,40697,29136,2701,222.19,26.01
41346,40697,29136,2701,222.19,26.01
41347,24098,18353,2449,277.30,50.09
41348,24082,7346,1382,13.70,7.39
41349,28789,31655,2421,599.00,27.76
41350,64861,9130,2776,177.97,17.50
41351,64861,9130,2776,177.97,17.50
41352,39297,25087,2034,85.90,38.15
41353,52213,32562,1653,42.79,15.79
41354,64473,27499,665,31.90,14.10
41355,6658,16391,2321,246.00,19.76
41356,6658,17186,2321,229.00,19.76
41357,97053,4022,623,649.90,23.52
41358,53573,14288,526,120.00,45.30
41359,74070,13709,2010,119.00,43.63
41360,30462,27931,2865,155.00,17.34
41361,84241,13230,2423,129.99,25.46
41362,36091,28452,15,32.00,14.10
41363,50272,3821,663,56.99,12.74
41364,4939,31576,714,73.35,12.85
41365,82905,7366,1565,55.00,8.88
41366,13205,20711,2001,148.00,26.41
41367,57917,10040,1902,165.00,9.32
41368,40071,361,1251,14.90,7.39
41369,7213,13141,2220,119.99,21.29
41370,58930,26022,287,949.90,102.46
41371,7861,24414,2811,97.99,41.08
41372,48639,22568,1057,339.90,21.35
41373,33006,23509,2649,84.90,16.84
41374,41903,21261,2494,405.90,18.99
41375,9995,30384,2661,45.00,15.23
41376,70522,3812,163,19.90,15.10
41377,65178,30644,1057,69.90,20.94
41378,21469,30885,1304,107.53,18.85
41379,32355,6005,1113,27.99,15.10
41380,32167,19652,2192,47.50,16.11
41381,1175,25999,843,90.00,8.98
41382,10514,16327,2717,79.00,17.80
41383,28025,16136,2960,39.90,13.47
41384,28025,16136,2960,39.90,13.47
41385,35716,18444,1801,107.00,15.50
41386,4304,1315,1083,54.00,16.63
41387,40458,10227,937,89.99,19.17
41388,1090,2160,2111,89.99,17.88
41389,21197,25011,643,48.99,16.11
41390,27852,4331,937,19.99,15.10
41391,23630,15582,711,49.00,7.78
41392,8126,6067,2793,195.50,74.59
41393,85466,20582,978,82.00,11.78
41394,92142,29012,1797,999.00,24.87
41395,14901,5196,2111,99.99,65.51
41396,49770,31811,200,315.00,20.09
41397,15691,21583,749,524.90,26.25
41398,23779,20326,2606,19.20,15.10
41399,46513,25654,2423,144.99,27.74
41400,56334,17298,1114,279.00,15.70
41401,90084,7720,1118,89.50,16.39
41402,42566,13795,70,155.50,16.72
41403,41907,15740,508,120.00,19.38
41404,66928,18602,242,147.90,23.36
41405,63752,5097,121,279.99,39.10
41406,64216,3077,192,829.00,12.99
41407,96014,3925,578,144.90,14.13
41408,97997,19440,2494,48.90,7.87
41409,34131,1303,70,89.90,14.96
41410,34131,19370,70,89.90,14.95
41411,96170,7746,937,58.99,28.81
41412,96170,7746,937,58.99,28.81
41413,82664,7746,937,58.99,16.66
41414,71679,7008,1113,29.99,7.78
41415,1828,8333,3063,69.99,17.12
41416,1828,8333,3063,69.99,17.12
41417,35182,12702,1176,415.99,11.11
41418,58993,16214,1042,116.00,15.56
41419,25854,10734,823,299.90,74.82
41420,25854,10734,823,299.90,74.82
41421,81164,20041,1113,27.99,15.10
41422,1210,20373,611,89.81,16.88
41423,82226,10464,2598,34.90,13.71
41424,88169,15486,1217,134.99,12.46
41425,80709,16859,2783,200.40,38.95
41426,93176,27799,1257,39.90,15.38
41427,17032,5682,711,99.00,12.19
41428,23837,24291,925,35.90,11.85
41429,91986,22442,1820,38.99,8.72
41430,70029,30222,2522,33.89,17.17
41431,29703,3988,1672,15.55,12.69
41432,93529,20714,2301,159.90,16.88
41433,78746,3483,1057,69.90,15.24
41434,55405,3835,2439,129.49,13.21
41435,61900,24060,714,39.99,15.10
41436,76652,26467,1948,49.90,7.39
41437,50529,22187,1867,158.90,16.74
41438,93533,15815,2410,185.10,18.87
41439,89787,25797,738,149.00,16.67
41440,7791,27993,2991,99.99,49.41
41441,1687,7903,2243,49.90,17.60
41442,63859,15492,2906,399.90,37.93
41443,26948,23350,2011,27.90,22.06
41444,27397,27853,1202,156.00,21.58
41445,23984,10146,411,40.00,12.23
41446,68083,21637,1666,49.99,16.79
41447,87591,13640,1565,180.00,15.57
41448,10699,13640,1565,130.00,27.68
41449,10699,13640,1565,130.00,27.68
41450,10699,13640,1565,130.00,27.68
41451,10699,13640,1565,130.00,27.68
41452,10699,13640,1565,130.00,27.68
41453,76138,19786,2423,118.99,18.08
41454,30175,1109,2254,356.49,14.00
41455,33614,8061,1570,144.95,18.26
41456,33614,8061,1570,144.95,18.26
41457,33614,8061,1570,144.95,18.26
41458,33614,8061,1570,144.95,18.26
41459,33614,8061,1570,144.95,18.26
41460,33614,8061,1570,144.95,18.26
41461,93508,14002,52,110.32,13.21
41462,93508,6364,52,110.32,13.21
41463,87877,26679,2649,23.89,8.72
41464,63952,22876,2810,49.00,12.69
41465,63952,22876,2810,49.00,12.69
41466,79456,8038,423,169.99,49.80
41467,96808,18893,2243,59.90,13.44
41468,96038,5192,1000,719.00,23.57
41469,33028,21774,445,38.00,18.37
41470,66790,24771,3075,99.50,15.91
41471,87419,706,423,209.99,61.39
41472,49414,15749,1588,579.00,45.91
41473,39067,481,1195,530.00,24.35
41474,85421,32636,1588,179.99,23.32
41475,10271,22437,1099,24.99,15.10
41476,98654,17905,1000,759.99,21.08
41477,55903,31589,306,138.00,25.81
41478,19690,29607,1737,52.99,28.77
41479,38716,17268,2329,174.90,35.74
41480,37078,12580,614,119.00,38.58
41481,98637,19066,893,189.90,20.24
41482,52390,20413,2321,157.99,15.86
41483,34342,31837,711,59.00,19.32
41484,39429,10774,3083,28.00,8.27
41485,25783,13122,2956,127.00,18.47
41486,83130,24878,360,43.90,15.10
41487,44001,7853,2680,79.00,17.83
41488,22675,5542,544,119.85,15.15
41489,88697,26172,2243,49.00,17.67
41490,95693,613,417,76.00,13.55
41491,98300,1844,973,35.40,26.90
41492,18395,8527,585,56.00,8.55
41493,74199,8801,571,164.33,18.58
41494,30313,9173,2798,148.00,16.48
41495,76038,2648,1042,160.00,34.92
41496,76038,2648,1042,160.00,34.92
41497,94653,5066,1252,20.00,12.79
41498,1448,20274,1119,35.00,12.91
41499,7199,2879,452,499.00,45.90
41500,82360,19284,1448,149.90,58.84
41501,9022,15847,2377,82.99,28.98
41502,9230,15618,1042,168.00,17.62
41503,87556,11263,1788,429.00,27.31
41504,30052,21811,1113,99.00,17.13
41505,63530,18893,2243,49.90,17.60
41506,81452,19245,2243,79.90,26.64
41507,84328,29771,1225,39.90,19.47
41508,47731,5997,1351,24.90,15.79
41509,20143,1460,31,19.99,18.24
41510,67181,3925,578,129.90,18.79
41511,1043,18627,1562,597.90,21.44
41512,40335,27267,776,1085.99,18.94
41513,60129,29687,2720,72.90,15.61
41514,90679,19574,477,550.00,117.99
41515,38405,10339,975,54.90,14.55
41516,42717,24412,2184,640.00,40.75
41517,91229,5151,2049,47.90,14.10
41518,58643,25244,1588,209.99,42.45
41519,95934,8805,1284,39.00,7.85
41520,79154,2648,1042,160.00,15.87
41521,25314,22713,610,25.00,8.72
41522,25314,22713,610,25.00,8.72
41523,91482,8542,1118,89.50,12.02
41524,43419,20416,2317,169.89,12.92
41525,50592,1221,1879,99.00,15.57
41526,56969,10742,888,239.00,22.16
41527,194,24022,2266,59.90,17.13
41528,88973,7408,1513,69.90,13.51
41529,43637,14378,1675,27.90,15.10
41530,49006,24188,585,19.90,7.40
41531,75168,5069,2075,41.90,10.96
41532,44955,11358,2243,59.90,17.67
41533,44955,11358,2243,59.90,17.67
41534,92198,10402,578,50.20,18.45
41535,92198,10402,578,50.20,18.45
41536,92198,10402,578,50.20,18.45
41537,31252,17754,3064,25.99,14.10
41538,59460,15582,711,49.00,7.78
41539,20066,2103,233,75.00,21.61
41540,96807,20672,70,12.90,10.96
41541,49051,16223,1027,200.00,48.84
41542,65274,29948,570,20.30,16.79
41543,65274,29948,570,20.30,16.79
41544,48982,19145,2416,36.90,14.52
41545,36335,18011,748,7.80,16.05
41546,38871,534,888,89.00,26.70
41547,74929,3537,2919,59.90,11.92
41548,48590,6560,1290,29.99,17.63
41549,53136,10447,3022,49.99,7.78
41550,98098,6492,2606,157.50,9.40
41551,27237,9837,524,79.90,15.67
41552,60299,24060,714,39.99,15.10
41553,18038,8080,524,89.90,13.65
41554,55296,19448,1419,58.90,16.17
41555,26053,18549,2445,219.99,22.03
41556,26053,18549,2445,219.99,22.03
41557,26053,18549,2445,219.99,22.03
41558,55515,11727,1811,118.80,20.02
41559,10656,30399,1300,150.00,8.30
41560,47469,23556,1241,129.80,23.45
41561,83343,245,2991,112.00,16.48
41562,83343,245,2991,112.00,16.48
41563,80895,17251,666,62.80,11.05
41564,71261,20720,3002,21.50,8.90
41565,98737,12627,2879,79.90,13.68
41566,35480,13646,2429,46.90,8.49
41567,31890,8057,1919,73.90,27.25
41568,32921,29642,2717,99.00,27.42
41569,8188,18893,2243,59.90,17.67
41570,81353,26154,1565,89.90,26.93
41571,32232,8488,2222,89.90,37.54
41572,81153,28894,70,259.90,26.66
41573,4566,19047,979,179.99,19.50
41574,33766,21419,777,79.90,23.43
41575,9027,19429,689,89.90,12.13
41576,6256,32484,2423,75.99,16.78
41577,20429,21527,711,29.00,3.80
41578,20429,4857,711,29.00,38.07
41579,20429,27588,711,29.00,3.81
41580,40186,9003,1113,28.99,15.30
41581,59114,31283,1301,119.00,18.63
41582,32109,2124,52,110.32,8.03
41583,32109,2124,52,110.32,8.03
41584,45071,28477,266,42.90,13.37
41585,61848,22314,2454,68.99,11.50
41586,41146,5026,1565,12.00,16.79
41587,25718,11358,2243,49.00,17.67
41588,25718,11358,2243,49.00,17.67
41589,73572,27041,1379,80.00,23.36
41590,73572,27041,1379,80.00,23.36
41591,19760,29983,653,220.00,13.45
41592,89595,22502,1225,17.90,18.23
41593,242,24440,345,65.00,18.33
41594,59173,6857,1850,85.00,18.47
41595,9417,2320,386,29.90,18.31
41596,2525,17549,2494,32.90,8.27
41597,23964,24060,714,39.99,16.79
41598,23964,24060,714,39.99,16.79
41599,6326,16532,1896,129.99,20.88
41600,86894,20882,635,79.90,23.14
41601,54465,11201,1055,149.99,14.07
41602,17685,8533,665,31.90,14.10
41603,88463,19369,3091,289.00,93.14
41604,11958,3060,1652,90.00,39.60
41605,46487,14333,2176,28.00,12.79
41606,22853,11358,2243,53.90,27.11
41607,24037,7002,253,143.00,38.55
41608,28385,6924,846,99.90,11.31
41609,23063,5863,2170,178.98,19.13
41610,56918,22668,544,79.90,19.75
41611,16105,23042,2441,125.02,12.58
41612,50255,7746,937,58.99,16.66
41613,46725,24060,714,39.99,20.19
41614,46725,26728,663,19.90,3.37
41615,46725,24060,714,39.99,20.19
41616,65009,1276,1091,29.99,15.10
41617,68538,2827,2321,199.00,16.14
41618,61850,9233,2722,30.00,15.10
41619,71513,32690,1565,39.99,15.10
41620,31730,19440,2494,50.90,12.09
41621,78283,23521,1265,29.80,11.85
41622,78283,23521,1265,29.80,11.85
41623,78283,23521,1265,29.80,11.85
41624,33932,12854,1382,13.65,7.78
41625,60672,12914,2642,135.90,23.94
41626,59513,8948,423,124.99,15.62
41627,59513,8948,423,124.99,15.62
41628,59513,8948,423,124.99,15.62
41629,59513,8948,423,124.99,15.62
41630,59513,8948,423,124.99,15.62
41631,59513,8948,423,124.99,15.62
41632,76197,21817,1484,149.90,17.30
41633,66574,14649,139,64.99,15.33
41634,5162,6135,1405,259.90,18.26
41635,17413,51,517,53.90,18.66
41636,26667,29980,929,159.99,13.56
41637,48972,13130,212,89.90,17.88
41638,10516,19253,2509,399.90,81.83
41639,33093,18778,1513,124.90,13.99
41640,25244,30715,121,269.99,29.27
41641,23376,21783,2305,99.90,14.79
41642,43094,15180,787,148.44,15.92
41643,57209,17511,1227,56.99,16.16
41644,85116,2630,205,50.63,15.10
41645,36512,8861,2950,119.00,12.96
41646,52127,14491,259,25.90,17.63
41647,39123,14285,2392,33.00,16.42
41648,3617,14649,139,66.99,51.19
41649,97486,12243,2776,164.90,16.36
41650,78709,24022,2266,59.90,17.67
41651,24264,24174,937,56.99,11.90
41652,94318,21776,2144,100.00,21.19
41653,69351,20413,2321,138.00,19.07
41654,72174,19265,974,86.00,8.90
41655,18411,17389,1570,149.91,31.80
41656,18411,17389,1570,149.91,31.80
41657,18411,17389,1570,149.91,31.80
41658,18411,17389,1570,149.91,31.80
41659,23626,26354,664,109.99,25.26
41660,66362,18329,600,58.99,26.71
41661,66362,19255,600,58.99,26.71
41662,29334,8038,423,169.99,36.85
41663,40270,32415,2032,59.90,18.30
41664,40270,16684,2032,59.90,18.30
41665,40270,24264,2032,59.90,18.30
41666,40270,10588,2032,59.90,18.30
41667,40270,6587,2032,59.90,18.30
41668,40270,17010,2032,59.90,18.30
41669,26770,1571,423,139.99,28.34
41670,68634,1587,2522,25.89,19.09
41671,23839,21410,922,18.95,15.23
41672,22572,10939,2858,149.99,14.17
41673,19098,10503,619,119.90,13.86
41674,56231,1559,135,26.90,9.34
41675,51485,15618,1042,152.00,15.94
41676,14879,16831,639,572.00,37.27
41677,49619,13761,2664,95.00,10.00
41678,49619,13761,2664,95.00,10.00
41679,86718,26167,1225,30.70,12.69
41680,87709,18593,689,34.90,8.72
41681,12151,20153,2707,318.99,26.54
41682,87146,14288,526,120.00,26.46
41683,874,17568,711,77.00,15.64
41684,45081,2433,937,84.99,12.93
41685,45616,22462,1752,155.97,51.81
41686,22441,18814,2373,598.00,47.80
41687,48184,3254,233,250.00,93.08
41688,29089,2255,3007,122.99,9.06
41689,9507,25617,2552,299.90,24.03
41690,75731,6388,585,97.49,15.43
41691,77010,29010,1303,33.00,7.78
41692,33967,11433,70,220.00,35.08
41693,19564,23724,2998,75.00,8.88
41694,43573,7903,2243,49.00,28.79
41695,54251,24022,2266,59.90,14.13
41696,13609,32480,1805,199.00,18.00
41697,27168,25383,2494,26.90,7.45
41698,82948,14185,1118,99.90,36.02
41699,68956,19874,165,299.00,37.08
41700,75075,23876,3082,220.00,38.67
41701,51918,278,2473,129.90,40.10
41702,90865,30162,2056,10.50,15.23
41703,90865,30162,2056,10.50,15.23
41704,4250,15274,2412,330.00,10.07
41705,27094,17698,2162,262.50,57.51
41706,72424,8342,2170,589.00,18.87
41707,4580,13539,2959,53.90,14.47
41708,91994,30358,223,99.49,18.58
41709,86492,7899,1961,117.99,16.00
41710,86492,7899,1961,117.99,16.00
41711,74701,16646,945,39.99,12.79
41712,58862,8966,2255,29.90,15.10
41713,65515,28577,510,399.00,54.92
41714,64723,25838,233,38.40,16.11
41715,64723,25838,233,38.40,16.11
41716,25065,29649,423,69.99,23.20
41717,25065,29649,423,69.99,23.20
41718,25065,29649,423,69.99,23.20
41719,38630,8931,2104,79.90,19.80
41720,60352,20214,2011,45.49,8.27
41721,61924,27502,524,219.90,22.53
41722,61924,27502,524,219.90,22.53
41723,11301,31537,1850,149.00,12.53
41724,51315,26960,527,120.00,23.38
41725,51510,18650,183,180.00,9.56
41726,17063,1322,2559,79.90,15.31
41727,49998,8987,386,59.00,15.16
41728,28489,16288,403,65.90,17.17
41729,58969,5045,1548,29.99,11.85
41730,32004,7903,2243,59.90,17.67
41731,32004,7903,2243,59.90,17.67
41732,90980,16223,1027,200.00,15.01
41733,46186,19184,1548,48.99,7.78
41734,39729,49,2140,53.99,8.72
41735,88863,13641,2618,459.99,47.77
41736,29876,595,2038,699.00,63.33
41737,65842,26640,1305,263.90,93.19
41738,94444,32194,721,75.00,9.34
41739,5888,29497,852,55.13,15.14
41740,72625,12627,2390,89.90,19.32
41741,93897,11404,2922,25.00,15.10
41742,33392,26868,1643,49.90,7.78
41743,65424,7550,1474,29.99,18.23
41744,45247,29324,31,19.99,15.10
41745,8372,25792,635,10.99,15.10
41746,6172,3893,1149,130.00,17.16
41747,37722,8753,139,122.99,21.13
41748,26543,20254,1304,329.50,14.65
41749,13967,15274,2412,325.00,20.96
41750,97595,7976,2262,84.90,17.03
41751,18005,16584,677,59.99,19.39
41752,91166,30664,2701,22.90,11.85
41753,62479,1888,604,103.97,61.47
41754,31145,9369,1673,309.90,19.01
41755,80638,30555,2253,9.56,15.10
41756,45718,6166,1188,148.90,22.12
41757,73338,26710,1578,104.90,19.70
41758,55306,20291,1113,27.99,19.04
41759,85621,25738,2606,82.80,34.38
41760,35629,32060,2991,110.00,23.80
41761,35629,32060,2991,110.00,23.80
41762,74543,31476,2642,68.90,19.72
41763,16159,5339,714,52.30,19.07
41764,51368,17257,70,79.90,17.69
41765,60229,17525,1651,33.00,8.72
41766,12346,19616,2451,85.00,11.80
41767,78452,2524,1736,53.90,22.09
41768,87880,2433,937,84.99,9.41
41769,95105,19457,2321,188.00,15.36
41770,95188,26710,1351,68.89,8.72
41771,17699,5429,585,43.00,12.79
41772,90087,11433,70,220.00,17.98
41773,41033,2752,423,189.99,27.88
41774,50985,29542,2360,99.00,16.94
41775,20618,20510,721,45.99,7.78
41776,22672,26781,2321,199.00,12.89
41777,19423,17826,2315,8.90,10.96
41778,85922,8101,1819,119.99,12.04
41779,31376,5761,1795,399.00,59.46
41780,68348,4070,269,169.00,48.26
41781,53010,8171,1514,35.90,30.53
41782,53010,8101,1342,99.00,0.61
41783,18648,4957,2011,27.90,15.10
41784,58137,10498,524,29.90,7.47
41785,58137,18976,524,29.90,7.47
41786,82430,1260,731,60.00,9.94
41787,74464,29966,2066,118.00,9.02
41788,44781,21996,13,49.90,8.72
41789,35150,27004,3012,109.90,13.79
41790,76581,14875,709,34.90,11.85
41791,38616,8468,405,865.90,32.61
41792,56602,14764,653,50.00,19.32
41793,87617,11506,2423,69.99,17.74
41794,95951,22502,1225,13.90,16.05
41795,70086,32663,2935,31.98,18.32
41796,12006,27302,1974,19.99,15.23
41797,12006,27302,1974,19.99,15.23
41798,12006,27302,1974,19.99,15.23
41799,28464,4631,2410,222.00,19.12
41800,44529,29579,652,69.90,16.25
41801,46557,24169,1281,12.90,15.23
41802,91299,5059,2370,38.70,15.23
41803,79762,11492,3032,109.90,15.08
41804,27635,14144,2465,149.00,23.54
41805,31198,12457,610,45.90,16.11
41806,60822,5012,2477,89.79,8.37
41807,60822,5012,2477,89.79,8.37
41808,92378,26154,1565,69.90,12.43
41809,79863,26977,2026,19.95,17.06
41810,20945,31590,673,259.90,87.99
41811,56063,18390,231,45.00,12.48
41812,59299,30476,1724,147.90,23.62
41813,48880,9918,2616,9.90,3.05
41814,48880,31405,311,46.80,67.70
41815,45430,28349,2893,161.00,40.34
41816,68124,30513,24,119.84,15.60
41817,43082,21643,1382,13.65,22.85
41818,64556,18907,173,98.00,86.36
41819,64556,13885,173,98.00,86.36
41820,29786,1121,264,169.99,23.99
41821,36671,27013,2703,124.00,13.89
41822,46475,32715,365,689.99,93.23
41823,91597,21514,70,107.50,17.88
41824,7691,32788,2350,63.00,9.26
41825,16785,7697,1113,29.99,16.79
41826,43574,2775,937,53.99,15.26
41827,53745,4523,2321,213.90,13.00
41828,53413,26884,135,89.90,14.80
41829,42500,3954,1282,49.99,20.50
41830,64287,16562,1625,239.90,15.28
41831,34614,26599,1141,79.00,12.68
41832,34614,26599,1141,79.00,12.68
41833,73401,17154,2717,20.00,15.10
41834,85502,29811,2885,149.90,15.81
41835,69580,892,2103,14.50,7.39
41836,60944,85,1600,250.00,10.50
41837,10438,14977,2859,280.00,18.21
41838,94881,22477,543,109.99,40.84
41839,33418,822,2266,15.30,11.85
41840,46978,4444,1328,39.90,24.74
41841,46978,9750,1653,47.99,1.24
41842,81674,31655,2421,599.00,82.42
41843,50503,18872,587,49.90,9.74
41844,7097,8423,2222,59.90,14.17
41845,34326,19163,613,15.65,14.52
41846,96730,6352,1393,78.00,26.85
41847,6820,3320,2543,138.00,13.31
41848,6820,14783,2543,138.00,13.31
41849,85610,21792,1048,13.99,7.78
41850,46271,9220,1079,349.00,37.76
41851,11216,12702,1176,415.99,11.11
41852,86007,28289,791,34.90,15.10
41853,69426,10958,2711,590.00,20.57
41854,33600,28151,70,48.00,12.37
41855,33600,13057,70,79.05,12.37
41856,6332,15881,742,265.00,54.45
41857,38584,4997,1738,125.00,16.05
41858,38584,28806,688,49.90,16.04
41859,46999,16295,2907,238.00,28.62
41860,72733,13005,663,22.99,12.69
41861,72733,13005,663,22.99,12.69
41862,24972,25838,233,35.00,15.18
41863,91307,9512,233,105.00,27.04
41864,94826,21073,423,189.99,23.91
41865,25789,8692,880,329.00,64.32
41866,16931,30594,937,56.99,17.68
41867,9095,876,2247,48.90,9.47
41868,3008,14613,2478,49.90,22.28
41869,97575,18444,1801,107.00,12.25
41870,67789,31655,2421,650.00,104.16
41871,48665,20140,2421,170.00,24.34
41872,13455,26154,1565,69.90,25.04
41873,804,32755,423,114.94,18.52
41874,88963,1494,486,59.90,16.18
41875,1624,31790,744,394.65,17.51
41876,20901,21350,749,108.90,21.25
41877,658,7991,304,30.00,8.72
41878,92678,8193,423,399.94,74.43
41879,84112,12661,58,25.77,7.39
41880,27698,15178,1673,223.90,15.74
41881,11217,24376,1767,39.90,18.28
41882,29596,17393,744,319.65,18.68
41883,93418,1353,1886,99.00,14.86
41884,93418,1353,1886,99.00,14.86
41885,53375,29828,1672,48.00,8.88
41886,53375,29828,1672,48.00,8.88
41887,97891,6056,611,299.90,24.68
41888,62918,13460,2423,99.99,17.95
41889,55295,29714,2919,59.90,15.17
41890,52586,25087,2034,79.99,23.14
41891,2955,1218,423,199.94,41.79
41892,35211,19616,1416,90.00,15.39
41893,49195,27053,711,49.00,18.44
41894,59511,6617,2961,35.00,42.38
41895,78437,29348,526,89.99,26.25
41896,32978,24042,477,730.00,65.47
41897,53144,2949,1767,28.90,9.09
41898,11744,27368,937,56.99,14.15
41899,37910,28035,2010,148.00,20.28
41900,11807,90,2410,98.44,13.81
41901,51652,18593,689,39.90,14.52
41902,46696,5206,2001,195.90,14.39
41903,46696,5206,2001,195.90,14.39
41904,37156,7903,2243,53.90,13.40
41905,59253,19696,2235,139.00,16.07
41906,6084,29432,1817,99.90,14.87
41907,20268,3507,938,67.90,14.65
41908,55085,17870,731,43.00,18.40
41909,33804,19945,1445,24.20,19.36
41910,68579,20788,1384,89.80,24.94
41911,35246,3432,411,40.00,17.60
41912,29935,3671,635,46.99,16.11
41913,13058,8482,1068,42.15,18.23
41914,61235,22856,1290,29.99,14.10
41915,65497,29007,619,69.90,15.24
41916,89746,30613,861,69.99,19.46
41917,89746,30613,861,69.99,19.46
41918,39156,12258,2501,459.90,61.30
41919,25946,25978,1193,109.20,13.78
41920,46917,23178,2153,54.90,16.14
41921,27412,22009,711,129.00,7.77
