shipment_key,order_key,warehouse_key,carrier,ship_date,delivery_date,shipping_cost
10801,10801,2,Correios,2018-02-04 14:33:21,2018-02-10 14:29:41,18.06
10802,10802,5,Dragonfly Express,2017-06-14 17:13:58,2017-06-20 14:49:35,30.73
10803,10803,3,Stark Logistics,2018-03-24 17:32:28,2018-03-25 03:15:15,16.59
10804,10804,1,RapidAir,2017-11-29 12:30:20,2017-12-05 15:00:57,19.30
10805,10805,5,Correios,2018-08-17 10:06:01,2018-08-23 00:43:05,35.22
10806,10806,4,RapidAir,2017-12-30 02:15:23,2017-12-31 01:21:05,20.55
10807,10807,5,Correios,2018-02-01 09:28:09,2018-02-07 09:18:40,30.92
10808,10808,4,Stark Logistics,2018-03-09 01:17:30,2018-03-15 11:05:02,19.14
10809,10809,5,Correios,2017-08-28 07:17:13,2017-08-30 21:32:40,38.34
10810,10810,1,Correios,2017-10-23 02:02:57,2017-10-25 19:44:06,31.11
10811,10811,5,Stark Logistics,2018-05-26 08:06:06,2018-05-28 07:18:47,11.28
10812,10812,5,RapidAir,2018-04-03 22:39:32,2018-04-06 14:02:07,49.00
10813,10813,4,Dragonfly Express,2017-07-26 09:00:57,2017-08-01 08:14:33,29.86
10814,10814,2,RapidAir,2018-01-12 12:28:12,2018-01-13 21:50:17,43.24
10815,10815,4,Correios,2017-02-02 00:16:37,2017-02-05 15:46:43,15.86
10816,10816,1,Dragonfly Express,2018-03-06 06:15:26,2018-03-10 10:29:08,44.07
10817,10817,2,Dragonfly Express,2017-03-30 07:59:08,2017-04-04 01:51:19,37.41
10818,10818,5,Dragonfly Express,2018-01-11 04:30:38,2018-01-17 15:37:58,11.69
10819,10819,5,Stark Logistics,2018-05-13 19:06:02,2018-05-18 14:57:08,7.14
10820,10820,4,Correios,2017-12-20 18:53:03,2017-12-20 19:26:17,7.56
10821,10821,2,Loggi,2018-01-26 22:20:00,2018-02-01 18:43:29,34.29
10822,10822,2,RapidAir,2017-12-03 04:18:09,2017-12-07 15:26:40,34.26
10823,10823,4,RapidAir,2018-06-28 03:31:58,2018-06-30 17:09:55,15.05
10824,10824,5,Stark Logistics,2018-08-21 15:49:23,2018-08-26 21:35:05,19.84
10825,10825,2,Loggi,2018-05-13 07:56:39,2018-05-15 12:45:59,29.20
10826,10826,2,Stark Logistics,2018-05-21 06:59:03,2018-05-24 23:52:37,37.78
10827,10827,5,Stark Logistics,2018-02-22 15:46:54,2018-02-24 00:42:02,41.86
10828,10828,4,RapidAir,2018-08-14 11:49:33,2018-08-20 01:33:18,49.33
10829,10829,4,RapidAir,2018-05-15 22:27:48,2018-05-22 03:02:14,13.77
10830,10830,2,Correios,2017-03-04 08:11:28,2017-03-04 23:42:53,47.49
10831,10831,1,Correios,2017-07-08 01:46:51,2017-07-12 14:24:44,10.14
10832,10832,3,Correios,2018-03-22 22:56:01,2018-03-27 16:47:43,28.03
10833,10833,3,Loggi,2018-04-09 10:41:32,2018-04-14 15:51:41,34.57
10834,10834,2,Dragonfly Express,2018-05-19 19:03:37,2018-05-21 04:20:07,31.19
10835,10835,3,Correios,2018-01-05 10:46:27,2018-01-08 18:57:47,30.77
10836,10836,3,Correios,2018-02-23 11:23:33,2018-02-26 19:57:30,40.89
10837,10837,5,Correios,2017-02-14 16:20:59,2017-02-20 10:48:38,8.85
10838,10838,4,Loggi,2017-05-16 20:16:34,2017-05-17 09:48:28,7.79
10839,10839,2,Stark Logistics,2018-05-17 16:18:59,2018-05-20 06:25:40,12.66
10840,10840,3,Correios,2017-12-04 16:33:44,2017-12-08 16:00:42,37.31
10841,10841,5,RapidAir,2018-07-09 16:23:14,2018-07-14 21:30:43,33.38
10842,10842,1,Correios,2018-06-26 21:01:29,2018-06-28 07:53:40,37.16
10843,10843,3,RapidAir,2017-06-13 12:47:19,2017-06-17 13:53:30,32.74
10844,10844,1,Loggi,2018-02-08 14:31:47,2018-02-12 18:02:40,21.00
10845,10845,5,RapidAir,2017-08-16 09:28:19,2017-08-18 14:13:20,27.73
10846,10846,5,Stark Logistics,2017-11-19 21:47:17,2017-11-25 19:57:16,44.69
10847,10847,1,Dragonfly Express,2018-07-27 18:45:34,2018-07-30 10:09:36,15.38
10848,10848,4,Correios,2018-08-18 13:28:03,2018-08-20 16:52:51,13.74
10849,10849,3,Dragonfly Express,2018-02-16 02:29:02,2018-02-22 07:21:27,28.30
10850,10850,2,Correios,2017-09-17 14:58:53,2017-09-20 14:11:24,35.14
10851,10851,3,Correios,2018-05-06 19:35:48,2018-05-09 08:44:38,38.46
10852,10852,3,Correios,2017-02-25 11:06:27,2017-03-01 09:33:03,20.91
10853,10853,4,Stark Logistics,2018-05-12 03:00:45,2018-05-15 00:24:05,25.49
10854,10854,4,Correios,2017-11-27 12:17:42,2017-11-29 16:50:14,26.25
10855,10855,3,RapidAir,2017-03-16 03:00:26,2017-03-19 00:02:14,29.65
10856,10856,5,Correios,2018-08-05 13:01:48,2018-08-11 23:12:15,11.19
10857,10857,3,RapidAir,2017-06-07 15:16:36,2017-06-11 03:38:38,12.35
10858,10858,4,Correios,2018-08-20 00:00:54,2018-08-23 00:03:23,36.57
10859,10859,5,Stark Logistics,2018-05-17 21:29:29,2018-05-24 05:19:51,9.19
10860,10860,1,Stark Logistics,2017-09-04 03:28:38,2017-09-07 20:23:01,33.43
10861,10861,4,Correios,2018-04-07 16:37:55,2018-04-14 06:59:42,14.21
10862,10862,2,RapidAir,2017-09-18 20:29:06,2017-09-19 22:26:54,47.65
10863,10863,3,RapidAir,2018-07-07 21:14:56,2018-07-08 14:00:10,47.08
10864,10864,4,Dragonfly Express,2017-03-16 05:12:29,2017-03-20 08:40:04,11.26
10865,10865,5,Loggi,2018-06-05 09:36:05,2018-06-07 23:23:39,43.11
10866,10866,2,Correios,2018-02-18 21:08:38,2018-02-23 03:35:04,42.59
10867,10867,1,Stark Logistics,2017-06-26 02:45:55,2017-06-28 09:54:38,48.24
10868,10868,4,Dragonfly Express,2018-02-21 18:43:01,2018-02-25 23:22:44,10.52
10869,10869,1,Stark Logistics,2017-12-08 09:45:37,2017-12-11 00:33:53,39.72
10870,10870,2,Loggi,2017-06-03 22:58:55,2017-06-04 11:24:03,10.40
10871,10871,1,RapidAir,2017-11-23 13:04:12,2017-11-26 17:34:08,44.08
10872,10872,1,Stark Logistics,2018-02-22 12:23:12,2018-02-28 18:24:07,30.12
10873,10873,3,Dragonfly Express,2017-06-23 12:19:35,2017-06-25 08:04:55,46.17
10874,10874,4,Stark Logistics,2017-03-20 04:42:54,2017-03-24 14:26:41,26.29
10875,10875,2,RapidAir,2018-01-27 08:19:04,2018-02-01 22:25:01,35.40
10876,10876,5,Stark Logistics,2018-01-20 22:32:55,2018-01-23 12:56:14,31.73
10877,10877,3,Dragonfly Express,2018-03-27 14:01:54,2018-04-02 22:14:45,32.12
10878,10878,1,Stark Logistics,2018-05-16 04:40:18,2018-05-21 15:13:43,31.71
10879,10879,5,Loggi,2017-02-25 19:52:07,2017-02-26 09:46:34,12.36
10880,10880,3,RapidAir,2018-03-02 20:42:33,2018-03-09 19:16:12,48.19
10881,10881,5,Loggi,2017-03-24 07:30:03,2017-03-26 19:28:52,6.00
10882,10882,5,Correios,2018-06-08 14:53:09,2018-06-14 21:01:41,8.11
10883,10883,2,Stark Logistics,2017-12-03 18:49:39,2017-12-09 07:56:04,18.00
10884,10884,5,Stark Logistics,2017-04-28 23:39:27,2017-05-05 14:22:08,26.14
10885,10885,5,RapidAir,2017-04-28 06:54:58,2017-05-04 01:38:19,19.00
10886,10886,5,Dragonfly Express,2017-11-23 11:11:46,2017-11-24 23:01:46,7.54
10887,10887,2,Loggi,2018-02-02 12:57:41,2018-02-08 21:32:47,23.48
10888,10888,4,Stark Logistics,2017-02-16 06:41:25,2017-02-17 05:11:27,18.47
10889,10889,4,Correios,2017-11-24 04:04:23,2017-11-25 11:34:34,24.65
10890,10890,3,Loggi,2017-11-14 11:49:17,2017-11-15 03:56:51,11.44
10891,10891,4,Correios,2017-07-08 00:44:17,2017-07-08 20:19:42,5.32
10892,10892,5,RapidAir,2018-04-04 00:50:18,2018-04-10 00:34:34,10.32
10893,10893,4,RapidAir,2018-07-14 21:14:01,2018-07-19 09:11:14,40.55
10894,10894,2,Stark Logistics,2017-11-29 18:48:04,2017-12-02 18:10:34,49.72
10895,10895,1,Dragonfly Express,2018-01-24 11:51:44,2018-01-26 16:30:09,11.58
10896,10896,1,RapidAir,2017-10-30 19:32:18,2017-11-05 19:09:22,7.99
10897,10897,1,RapidAir,2018-07-21 03:45:22,2018-07-27 18:38:52,21.23
10898,10898,1,Stark Logistics,2017-11-27 01:16:53,2017-11-28 09:07:12,11.09
10899,10899,5,Loggi,2018-02-02 01:52:35,2018-02-07 20:17:39,22.26
10900,10900,1,Loggi,2017-12-29 11:03:24,2017-12-29 22:35:18,39.32
10901,10901,2,RapidAir,2017-03-23 16:50:53,2017-03-23 18:50:37,13.95
10902,10902,5,RapidAir,2018-02-08 18:04:58,2018-02-12 17:38:19,5.01
10903,10903,1,Correios,2018-05-22 10:39:55,2018-05-27 08:17:08,18.81
10904,10904,1,Dragonfly Express,2018-03-09 09:23:33,2018-03-12 13:47:13,10.67
10905,10905,3,RapidAir,2017-11-14 02:21:00,2017-11-19 23:58:31,32.42
10906,10906,2,Loggi,2018-07-07 12:12:33,2018-07-14 08:56:02,39.76
10907,10907,2,Stark Logistics,2018-03-13 19:22:51,2018-03-15 15:30:46,27.33
10908,10908,5,Correios,2018-05-11 16:55:52,2018-05-12 22:25:48,41.71
10909,10909,4,Dragonfly Express,2018-08-04 14:11:04,2018-08-05 18:38:01,30.38
10910,10910,1,Dragonfly Express,2017-03-09 08:41:32,2017-03-11 08:26:42,33.37
10911,10911,1,Correios,2017-03-27 06:38:51,2017-03-29 01:10:50,47.63
10912,10912,5,Stark Logistics,2017-06-07 00:35:47,2017-06-09 16:53:05,29.45
10913,10913,2,Dragonfly Express,2018-05-10 08:50:14,2018-05-14 19:22:28,39.53
10914,10914,4,Correios,2017-08-01 20:50:05,2017-08-05 17:35:24,16.53
10915,10915,5,Dragonfly Express,2018-05-01 00:48:19,2018-05-04 04:56:38,23.88
10916,10916,5,RapidAir,2017-12-29 18:54:08,2018-01-02 07:22:00,36.06
10917,10917,1,Stark Logistics,2017-08-29 09:44:36,2017-09-02 13:51:02,37.37
10918,10918,4,RapidAir,2017-08-11 06:17:17,2017-08-15 11:40:35,32.00
10919,10919,3,Dragonfly Express,2017-05-16 14:55:06,2017-05-18 00:43:24,37.09
10920,10920,1,Stark Logistics,2017-11-28 13:21:35,2017-12-01 15:47:28,23.33
10921,10921,1,Dragonfly Express,2017-11-24 22:52:34,2017-11-29 00:20:18,39.53
10922,10922,5,Dragonfly Express,2017-09-07 23:46:28,2017-09-12 16:03:53,17.54
10923,10923,2,Correios,2017-11-22 19:48:38,2017-11-23 13:27:40,36.73
10924,10924,5,Loggi,2018-03-01 18:11:03,2018-03-07 01:56:48,23.96
10925,10925,5,Stark Logistics,2018-08-24 03:21:35,2018-08-26 13:24:03,14.51
10926,10926,3,RapidAir,2017-08-16 01:37:48,2017-08-17 22:12:33,36.81
10927,10927,4,Correios,2018-02-07 15:41:41,2018-02-14 14:55:13,10.99
10928,10928,1,RapidAir,2018-02-15 05:58:58,2018-02-18 14:27:20,24.70
10929,10929,5,Loggi,2017-05-17 13:26:01,2017-05-20 09:47:48,6.03
10930,10930,2,Correios,2018-05-12 22:39:31,2018-05-16 06:33:07,37.23
10931,10931,2,RapidAir,2017-05-23 11:08:59,2017-05-28 10:53:42,29.16
10932,10932,4,Dragonfly Express,2017-07-04 19:16:00,2017-07-05 12:55:47,35.17
10933,10933,3,Dragonfly Express,2018-08-15 05:02:41,2018-08-20 23:36:34,10.23
10934,10934,5,RapidAir,2018-04-10 22:29:21,2018-04-13 02:00:02,36.08
10935,10935,4,Dragonfly Express,2018-08-15 05:31:17,2018-08-18 03:47:58,18.88
10936,10936,3,Loggi,2018-06-11 09:31:33,2018-06-14 13:02:21,15.05
10937,10937,4,Stark Logistics,2017-04-29 06:18:30,2017-05-03 02:59:07,19.40
10938,10938,2,Correios,2018-08-03 00:14:40,2018-08-08 01:10:42,31.10
10939,10939,4,Correios,2018-07-19 08:38:12,2018-07-19 16:54:28,9.94
10940,10940,5,Stark Logistics,2017-07-20 18:46:16,2017-07-21 18:33:20,48.89
10941,10941,1,Dragonfly Express,2018-08-14 20:41:45,2018-08-16 22:05:51,34.34
10942,10942,1,Stark Logistics,2017-08-18 18:00:38,2017-08-19 08:48:12,14.23
10943,10943,5,Correios,2018-03-26 00:02:57,2018-03-26 00:45:29,7.85
10944,10944,3,Correios,2017-10-21 13:52:00,2017-10-26 01:45:46,17.65
10945,10945,4,Loggi,2018-02-19 22:34:05,2018-02-22 22:09:05,17.52
10946,10946,1,RapidAir,2018-01-26 08:53:37,2018-01-29 20:53:19,37.85
10947,10947,4,Loggi,2017-11-25 09:07:51,2017-11-28 22:40:24,49.35
10948,10948,4,RapidAir,2018-08-24 19:59:23,2018-08-26 06:21:35,15.48
10949,10949,5,Dragonfly Express,2017-02-16 11:33:08,2017-02-16 21:37:11,36.10
10950,10950,2,RapidAir,2018-08-01 12:37:30,2018-08-05 23:32:22,34.00
10951,10951,2,Stark Logistics,2017-10-19 13:07:44,2017-10-23 01:35:32,22.49
10952,10952,2,Correios,2017-12-18 07:20:00,2017-12-19 08:07:33,29.58
10953,10953,2,RapidAir,2018-02-01 05:15:37,2018-02-08 04:04:10,24.83
10954,10954,4,Loggi,2018-01-16 20:03:49,2018-01-17 11:04:28,35.38
10955,10955,2,Dragonfly Express,2017-06-30 15:07:57,2017-07-01 17:54:58,5.92
10956,10956,1,RapidAir,2017-12-28 22:18:08,2017-12-31 09:10:07,37.81
10957,10957,1,Stark Logistics,2018-05-06 11:13:00,2018-05-11 18:24:38,37.43
10958,10958,4,Loggi,2017-04-30 06:01:56,2017-05-03 19:40:19,20.76
10959,10959,5,Stark Logistics,2018-01-19 17:38:25,2018-01-24 01:37:42,28.62
10960,10960,4,Stark Logistics,2017-10-20 11:46:30,2017-10-20 16:51:09,40.88
10961,10961,4,Loggi,2017-03-15 01:02:00,2017-03-21 22:26:05,40.07
10962,10962,2,Dragonfly Express,2018-06-22 03:19:55,2018-06-24 18:25:18,5.66
10963,10963,3,Dragonfly Express,2017-07-26 22:29:38,2017-07-29 05:40:08,12.37
10964,10964,5,Correios,2017-11-24 07:55:21,2017-11-27 15:06:41,25.60
10965,10965,4,RapidAir,2018-05-13 00:39:16,2018-05-16 15:52:52,6.66
10966,10966,3,Dragonfly Express,2017-12-18 08:19:48,2017-12-24 08:04:38,31.18
10967,10967,4,Loggi,2017-09-17 16:00:25,2017-09-24 14:44:43,10.91
10968,10968,1,Stark Logistics,2017-06-06 21:12:10,2017-06-13 12:18:37,12.71
10969,10969,4,RapidAir,2018-04-22 06:50:48,2018-04-22 07:33:40,27.74
10970,10970,3,Stark Logistics,2017-07-12 23:15:01,2017-07-15 21:29:31,41.68
10971,10971,4,Loggi,2018-05-17 20:48:04,2018-05-18 14:17:23,48.17
10972,10972,1,Loggi,2018-04-05 22:01:19,2018-04-06 05:05:55,23.30
10973,10973,3,Loggi,2018-06-09 11:16:55,2018-06-14 06:45:29,13.04
10974,10974,4,Stark Logistics,2017-03-05 01:04:53,2017-03-09 08:46:54,18.86
10975,10975,3,Loggi,2017-11-26 10:18:46,2017-11-30 04:49:16,37.25
10976,10976,3,Loggi,2017-12-14 10:49:19,2017-12-18 14:15:42,38.59
10977,10977,4,Dragonfly Express,2018-05-22 07:04:10,2018-05-27 08:31:35,25.07
10978,10978,3,RapidAir,2018-05-15 09:55:20,2018-05-16 00:59:09,18.20
10979,10979,4,Correios,2017-04-08 03:11:52,2017-04-13 03:04:55,25.21
10980,10980,3,Correios,2018-07-15 17:58:18,2018-07-17 01:38:14,37.04
10981,10981,1,Loggi,2017-08-23 20:47:37,2017-08-24 14:02:52,16.35
10982,10982,5,Correios,2018-02-24 11:03:29,2018-03-03 03:12:50,48.23
10983,10983,1,Loggi,2018-07-05 00:27:37,2018-07-09 18:58:14,25.22
10984,10984,1,Dragonfly Express,2017-11-26 03:34:17,2017-11-26 22:21:27,23.79
10985,10985,3,RapidAir,2017-11-30 14:40:21,2017-12-04 23:01:57,48.18
10986,10986,1,Correios,2018-05-24 16:51:21,2018-05-26 17:29:07,26.62
10987,10987,5,Correios,2018-08-10 19:05:27,2018-08-16 07:34:42,45.83
10988,10988,5,Correios,2018-01-01 11:24:04,2018-01-04 16:44:06,43.47
10989,10989,4,Stark Logistics,2017-08-28 17:22:23,2017-09-02 02:26:47,23.24
10990,10990,3,Dragonfly Express,2018-05-17 04:03:45,2018-05-21 18:11:19,32.64
10991,10991,1,Loggi,2017-11-28 10:34:08,2017-12-03 07:10:11,45.86
10992,10992,4,Loggi,2018-06-29 13:55:55,2018-07-02 19:21:32,17.65
10993,10993,5,RapidAir,2017-03-27 12:55:28,2017-03-29 08:46:40,17.71
10994,10994,4,Stark Logistics,2017-08-12 19:15:25,2017-08-18 05:35:26,43.13
10995,10995,1,RapidAir,2018-01-24 11:40:09,2018-01-27 13:43:27,36.39
10996,10996,2,RapidAir,2018-04-14 05:00:56,2018-04-15 12:44:05,48.54
10997,10997,1,Correios,2017-09-06 04:31:19,2017-09-09 12:39:37,38.51
10998,10998,5,Correios,2018-08-19 05:52:05,2018-08-21 08:04:47,48.09
10999,10999,4,Correios,2017-04-29 13:47:31,2017-05-05 20:24:49,16.91
11000,11000,2,RapidAir,2017-03-15 00:34:14,2017-03-21 22:59:51,26.92
11001,11001,2,RapidAir,2017-09-16 09:16:14,2017-09-22 19:12:44,7.80
11002,11002,1,Stark Logistics,2018-04-06 10:28:36,2018-04-08 13:47:23,39.81
11003,11003,2,Correios,2017-12-11 07:19:24,2017-12-13 20:42:27,30.36
11004,11004,5,Dragonfly Express,2017-05-15 00:42:55,2017-05-16 21:31:56,19.88
11005,11005,2,Loggi,2018-02-25 06:55:54,2018-03-03 23:35:36,6.56
11006,11006,4,Correios,2017-10-22 21:07:45,2017-10-28 11:04:59,7.82
11007,11007,2,Stark Logistics,2018-06-19 12:26:31,2018-06-25 20:29:58,29.00
11008,11008,4,RapidAir,2017-02-19 05:32:58,2017-02-21 19:38:24,27.47
11009,11009,1,Stark Logistics,2017-12-06 13:56:36,2017-12-08 15:09:56,29.75
11010,11010,5,Dragonfly Express,2018-08-05 21:41:50,2018-08-07 20:19:49,46.08
11011,11011,1,Dragonfly Express,2017-08-18 10:30:29,2017-08-24 02:24:55,38.81
11012,11012,2,Correios,2017-11-27 17:17:55,2017-11-29 07:46:02,24.29
11013,11013,2,Dragonfly Express,2018-05-12 04:35:09,2018-05-15 10:32:50,16.22
11014,11014,4,Stark Logistics,2018-08-01 16:29:51,2018-08-06 10:26:07,17.97
11015,11015,2,Stark Logistics,2018-02-19 19:07:03,2018-02-24 20:01:57,41.93
11016,11016,5,Correios,2018-03-14 22:34:24,2018-03-19 00:55:49,47.58
11017,11017,3,Stark Logistics,2017-08-09 20:19:33,2017-08-12 00:39:27,15.64
11018,11018,5,RapidAir,2018-07-07 15:45:16,2018-07-14 14:26:41,34.09
11019,11019,1,RapidAir,2017-09-15 04:57:14,2017-09-16 20:37:03,20.22
11020,11020,5,Loggi,2017-06-10 02:58:47,2017-06-16 08:56:46,14.24
11021,11021,2,Dragonfly Express,2018-03-13 20:25:07,2018-03-18 19:21:21,27.68
11022,11022,2,Dragonfly Express,2018-01-19 12:23:16,2018-01-24 16:58:00,24.12
11023,11023,4,Loggi,2017-07-22 17:10:00,2017-07-29 14:54:53,7.89
11024,11024,5,RapidAir,2017-05-09 13:10:37,2017-05-10 10:40:35,44.15
11025,11025,2,Stark Logistics,2018-02-16 06:40:10,2018-02-22 00:47:54,25.92
11026,11026,2,Loggi,2017-06-29 21:22:03,2017-07-05 21:33:24,46.55
11027,11027,4,Loggi,2017-10-24 23:17:06,2017-10-31 09:48:59,8.41
11028,11028,1,Correios,2018-01-05 04:33:31,2018-01-05 18:37:53,39.62
11029,11029,5,Dragonfly Express,2017-12-30 20:52:33,2018-01-06 17:49:17,14.48
11030,11030,2,Stark Logistics,2017-02-11 15:24:05,2017-02-14 01:39:53,27.34
11031,11031,2,RapidAir,2018-01-07 06:16:19,2018-01-12 01:37:13,37.58
11032,11032,5,Stark Logistics,2018-08-06 19:25:10,2018-08-10 23:47:32,39.90
11033,11033,3,Correios,2017-11-03 00:46:43,2017-11-03 14:10:37,38.73
11034,11034,4,Stark Logistics,2018-06-25 00:56:55,2018-06-27 01:03:32,13.62
11035,11035,2,Loggi,2017-12-24 14:01:07,2017-12-28 16:43:37,7.30
11036,11036,5,Loggi,2018-04-09 11:02:19,2018-04-16 03:07:39,31.21
11037,11037,1,Stark Logistics,2017-04-19 01:14:47,2017-04-23 09:54:51,9.06
11038,11038,3,Dragonfly Express,2018-06-21 00:10:58,2018-06-23 06:28:03,22.66
11039,11039,4,Loggi,2018-02-22 22:43:25,2018-02-25 10:16:28,39.12
11040,11040,3,RapidAir,2018-01-10 15:13:05,2018-01-13 17:16:20,15.46
11041,11041,5,Correios,2017-08-10 13:41:03,2017-08-13 20:54:36,11.19
11042,11042,4,Stark Logistics,2018-01-19 10:18:05,2018-01-22 11:15:40,46.17
11043,11043,5,Loggi,2018-07-06 23:02:34,2018-07-10 14:58:12,5.76
11044,11044,4,RapidAir,2018-01-25 03:50:32,2018-01-25 14:01:41,12.63
11045,11045,3,Loggi,2017-09-26 11:56:17,2017-10-01 20:33:43,25.32
11046,11046,5,Loggi,2018-03-08 18:01:57,2018-03-08 19:31:37,23.26
11047,11047,1,Stark Logistics,2018-04-24 18:24:54,2018-04-25 07:55:21,23.05
11048,11048,2,Loggi,2018-07-31 12:14:13,2018-08-01 02:37:01,17.34
11049,11049,2,Loggi,2017-12-31 10:53:53,2018-01-02 05:28:52,6.40
11050,11050,3,Dragonfly Express,2017-11-26 05:59:40,2017-11-30 10:54:54,34.24
11051,11051,4,Correios,2017-07-24 04:24:54,2017-07-24 09:23:45,15.25
11052,11052,2,Loggi,2018-01-18 04:14:40,2018-01-22 04:32:06,8.51
11053,11053,3,Dragonfly Express,2018-04-12 16:14:18,2018-04-18 22:08:28,8.98
11054,11054,3,Loggi,2017-06-24 18:24:02,2017-07-01 06:01:45,41.79
11055,11055,2,RapidAir,2018-08-18 01:12:57,2018-08-23 00:36:28,45.21
11056,11056,5,Stark Logistics,2018-01-11 08:18:54,2018-01-13 21:44:04,21.68
11057,11057,4,Dragonfly Express,2018-05-12 06:18:29,2018-05-12 16:46:50,25.29
11058,11058,3,Stark Logistics,2018-02-26 13:19:34,2018-02-28 01:38:21,32.42
11059,11059,3,RapidAir,2018-08-18 06:49:45,2018-08-23 11:33:35,23.83
11060,11060,4,Dragonfly Express,2017-10-24 18:40:28,2017-10-31 17:14:55,12.54
11061,11061,5,Correios,2018-06-15 03:38:22,2018-06-18 10:34:45,42.71
11062,11062,4,Correios,2018-06-17 09:56:02,2018-06-17 13:41:43,8.23
11063,11063,3,RapidAir,2018-01-11 14:40:24,2018-01-17 15:34:29,16.35
11064,11064,2,Dragonfly Express,2017-07-29 22:01:32,2017-08-02 07:05:23,30.69
11065,11065,5,Stark Logistics,2018-04-16 01:15:30,2018-04-19 23:10:27,23.84
11066,11066,1,RapidAir,2018-03-17 10:50:35,2018-03-22 21:48:17,27.27
11067,11067,1,RapidAir,2017-11-13 21:17:48,2017-11-19 12:44:35,41.46
11068,11068,5,Correios,2017-12-23 06:51:49,2017-12-25 16:05:31,38.07
11069,11069,3,Stark Logistics,2017-06-05 06:37:10,2017-06-08 12:13:15,19.12
11070,11070,5,Dragonfly Express,2018-01-09 07:28:58,2018-01-10 00:26:06,40.31
11071,11071,4,Correios,2017-11-30 16:08:27,2017-12-05 16:17:53,32.10
11072,11072,4,RapidAir,2017-06-21 17:09:20,2017-06-28 06:53:22,36.01
11073,11073,2,RapidAir,2018-03-06 14:01:48,2018-03-10 04:12:14,38.23
11074,11074,3,Loggi,2017-09-29 15:30:32,2017-10-01 22:07:46,7.36
11075,11075,1,Stark Logistics,2018-08-23 19:20:05,2018-08-30 15:12:30,26.43
11076,11076,4,Correios,2017-08-11 02:48:16,2017-08-14 01:30:57,12.74
11077,11077,3,Correios,2017-11-26 22:43:18,2017-11-30 12:57:10,35.27
11078,11078,1,Correios,2017-07-15 08:58:09,2017-07-18 14:22:40,15.82
11079,11079,2,Loggi,2017-11-14 12:37:11,2017-11-20 23:31:36,30.21
11080,11080,1,Loggi,2018-03-03 09:26:50,2018-03-09 15:55:12,9.34
11081,11081,1,Dragonfly Express,2017-02-08 03:13:02,2017-02-14 12:06:33,42.09
11082,11082,4,Stark Logistics,2018-02-08 12:50:45,2018-02-13 15:22:47,38.12
11083,11083,1,Correios,2017-04-30 04:52:29,2017-05-07 03:42:08,45.39
11084,11084,2,RapidAir,2017-12-14 06:57:49,2017-12-19 19:52:37,30.26
11085,11085,5,RapidAir,2018-01-27 17:12:30,2018-01-29 15:04:40,31.97
11086,11086,3,Correios,2017-01-29 08:32:19,2017-01-30 03:10:57,29.22
11087,11087,2,Correios,2017-09-20 12:25:57,2017-09-26 13:35:00,46.10
11088,11088,4,Loggi,2018-04-04 20:42:18,2018-04-10 04:58:10,34.86
11089,11089,1,RapidAir,2017-05-04 09:50:43,2017-05-10 21:23:48,49.26
11090,11090,1,RapidAir,2017-10-05 17:52:16,2017-10-12 04:36:50,32.04
11091,11091,3,Loggi,2018-03-08 05:56:48,2018-03-11 14:29:26,22.21
11092,11092,1,Dragonfly Express,2017-09-11 15:54:51,2017-09-15 20:21:13,14.14
11093,11093,3,RapidAir,2018-06-15 19:04:13,2018-06-16 22:39:35,20.00
11094,11094,5,Stark Logistics,2018-01-28 10:13:47,2018-02-03 01:56:20,7.15
11095,11095,4,RapidAir,2017-10-03 00:13:59,2017-10-06 15:47:42,16.30
11096,11096,3,Loggi,2017-03-25 04:32:31,2017-03-28 19:21:37,12.60
11097,11097,5,RapidAir,2018-02-08 12:59:01,2018-02-10 16:34:39,33.83
11098,11098,5,RapidAir,2018-01-29 10:51:49,2018-01-31 12:14:57,23.02
11099,11099,1,Loggi,2018-03-20 15:22:29,2018-03-23 10:57:25,41.30
11100,11100,5,Correios,2017-11-20 22:02:07,2017-11-22 09:07:12,17.69
11101,11101,4,Stark Logistics,2018-05-12 01:01:50,2018-05-16 07:39:42,24.71
11102,11102,3,Loggi,2017-12-06 03:38:06,2017-12-11 00:44:53,48.90
11103,11103,2,Loggi,2018-05-10 10:06:49,2018-05-12 16:59:11,17.59
11104,11104,3,Correios,2017-04-01 00:45:34,2017-04-03 06:55:47,21.18
11105,11105,1,Correios,2017-11-26 08:34:47,2017-11-27 16:40:38,49.52
11106,11106,4,Loggi,2017-12-04 23:08:58,2017-12-06 17:17:11,47.94
11107,11107,2,Dragonfly Express,2018-06-18 18:34:39,2018-06-22 19:33:05,34.33
11108,11108,2,Loggi,2017-09-03 08:26:56,2017-09-03 11:49:51,12.76
11109,11109,3,Dragonfly Express,2018-04-19 18:37:30,2018-04-20 08:00:27,13.99
11110,11110,2,Stark Logistics,2017-09-22 06:44:13,2017-09-27 09:59:31,7.97
11111,11111,1,Dragonfly Express,2017-03-15 23:00:09,2017-03-22 20:03:40,42.05
11112,11112,2,Loggi,2017-09-27 07:07:36,2017-09-30 13:30:04,35.55
11113,11113,4,Correios,2017-07-29 05:01:45,2017-08-03 10:17:28,27.72
11114,11114,2,RapidAir,2018-05-20 04:10:54,2018-05-24 23:48:53,37.30
11115,11115,2,Correios,2018-07-24 16:26:17,2018-07-30 13:43:02,15.92
