payment_key,order_key,payment_type,payment_installments,payment_value
50434,51411,credit_card,1,123.50
50435,10816,boleto,1,86.96
50436,28762,credit_card,2,121.91
50437,71107,credit_card,1,36.75
50438,64043,credit_card,3,197.05
50439,96904,voucher,1,7.52
50440,39624,credit_card,1,51.05
50441,98177,credit_card,1,38.09
50442,39998,credit_card,3,163.90
50443,80048,boleto,1,194.50
50444,1698,credit_card,2,46.29
50445,47620,boleto,1,315.26
50446,46811,boleto,1,97.80
50447,78585,credit_card,3,70.72
50448,95101,credit_card,10,157.13
50449,68787,voucher,1,64.00
50450,61276,credit_card,2,29.60
50451,67375,credit_card,9,92.60
50452,87918,credit_card,1,72.95
50453,89642,credit_card,2,105.94
50454,18568,credit_card,10,1537.04
50455,59693,credit_card,6,62.78
50456,45471,credit_card,3,147.15
50457,72150,credit_card,1,18.87
50458,75480,credit_card,3,48.10
50459,276,credit_card,2,88.31
50460,89937,credit_card,1,56.76
50461,26809,voucher,1,41.96
50462,81336,credit_card,2,156.87
50463,2482,credit_card,1,12.15
50464,17994,credit_card,5,201.65
50465,40462,boleto,1,169.28
50466,23253,credit_card,1,27.77
50467,35442,credit_card,3,143.62
50468,4631,credit_card,3,157.00
50469,62007,boleto,1,70.15
50470,51817,credit_card,1,49.62
50471,92169,boleto,1,164.63
50472,67965,boleto,1,38.01
50473,10057,credit_card,10,104.56
50474,42707,credit_card,1,147.37
50475,90521,voucher,1,35.62
50476,91127,credit_card,1,46.20
50477,65042,credit_card,3,260.10
50478,20932,credit_card,2,48.27
50479,14899,voucher,1,8.80
50480,59247,credit_card,2,45.48
50481,91048,credit_card,5,154.90
50482,55429,boleto,1,62.01
50483,5944,boleto,1,226.04
50484,37653,credit_card,1,108.43
50485,94852,credit_card,3,206.00
50486,95075,credit_card,8,216.40
50487,46387,credit_card,1,68.79
50488,42867,credit_card,5,68.22
50489,81916,credit_card,7,77.57
50490,9589,credit_card,3,38.76
50491,43699,credit_card,2,131.56
50492,62131,boleto,1,64.51
50493,96005,boleto,1,51.77
50494,83074,credit_card,3,256.45
50495,27156,credit_card,2,123.75
50496,63197,credit_card,1,106.06
50497,58439,credit_card,8,295.46
50498,62365,boleto,1,57.45
50499,58295,credit_card,3,76.17
50500,46235,credit_card,8,290.72
50501,50105,credit_card,1,67.02
50502,44778,credit_card,9,97.38
50503,36298,credit_card,1,96.53
50504,86284,voucher,1,31.44
50505,99185,credit_card,1,29.61
50506,88829,boleto,1,93.90
50507,30849,credit_card,7,72.18
50508,43623,boleto,1,203.48
50509,25652,voucher,1,41.67
50510,30353,credit_card,1,236.56
50511,13516,credit_card,6,397.64
50512,86093,credit_card,3,37.76
50513,89385,boleto,1,29.55
50514,98054,voucher,1,13.81
50515,8262,credit_card,1,117.31
50516,76579,credit_card,3,60.76
50517,44757,credit_card,1,107.95
50518,48370,credit_card,1,58.13
50519,5633,credit_card,1,50.50
50520,65108,voucher,1,50.00
50521,32333,boleto,1,47.81
50522,56549,credit_card,2,143.54
50523,75297,credit_card,1,32.80
50524,30817,credit_card,4,55.36
50525,86268,boleto,1,81.09
50526,98635,credit_card,6,65.54
50527,75188,credit_card,3,186.05
50528,54416,credit_card,2,147.39
50529,66211,credit_card,1,37.34
50530,79027,credit_card,3,44.42
50531,43180,credit_card,1,161.77
50532,44804,credit_card,1,51.44
50533,61351,credit_card,8,251.74
50534,25942,boleto,1,189.42
50535,99437,credit_card,3,85.08
50536,74925,credit_card,3,139.08
50537,40664,credit_card,5,79.72
50538,62956,boleto,1,94.21
50539,58680,boleto,1,38.13
50540,73684,credit_card,1,40.00
50541,53604,boleto,1,175.56
50542,99171,credit_card,1,144.01
50543,41927,credit_card,1,27.89
50544,91841,credit_card,10,108.84
50545,93774,credit_card,1,90.28
50546,88228,boleto,1,151.48
50547,88689,credit_card,2,125.52
50548,85909,credit_card,4,46.78
50549,90244,credit_card,2,61.09
50550,61598,credit_card,3,112.02
50551,85394,credit_card,3,160.50
50552,46793,credit_card,8,860.66
50553,18736,boleto,1,76.60
50554,82824,boleto,1,56.26
50555,24328,credit_card,10,257.83
50556,30827,credit_card,1,33.47
50557,34272,boleto,1,138.80
50558,96750,boleto,1,56.60
50559,3066,boleto,1,133.24
50560,93149,boleto,1,144.31
50561,30495,credit_card,1,43.10
50562,6634,boleto,1,93.38
50563,51852,credit_card,8,386.88
50564,16595,credit_card,1,93.10
50565,9799,boleto,1,367.20
50566,26408,credit_card,8,161.77
50567,46066,credit_card,7,508.62
50568,79334,credit_card,5,51.06
50569,43355,credit_card,3,155.03
50570,39894,credit_card,1,30.45
50571,69450,boleto,1,34.59
50572,84938,credit_card,1,59.38
50573,18903,voucher,1,0.33
50574,90355,boleto,1,162.86
50575,46588,credit_card,1,32.95
50576,41074,credit_card,10,1072.59
50577,8559,boleto,1,52.00
50578,5231,boleto,1,96.42
50579,3183,credit_card,8,234.47
50580,8443,boleto,1,89.67
50581,56374,voucher,1,2.25
50582,42936,credit_card,2,113.08
50583,10148,debit_card,1,31.71
50584,22264,credit_card,3,235.90
50585,28095,credit_card,3,116.94
50586,38995,boleto,1,48.93
50587,79255,boleto,1,106.39
50588,48551,credit_card,2,76.92
50589,86004,credit_card,10,109.49
50590,73801,credit_card,1,78.20
50591,25556,credit_card,5,170.53
50592,64309,boleto,1,149.63
50593,93681,credit_card,2,122.05
50594,73556,credit_card,5,75.17
50595,72887,credit_card,1,569.61
50596,63661,credit_card,4,115.45
50597,45572,credit_card,3,162.25
50598,70235,credit_card,1,89.27
50599,18513,credit_card,1,139.03
50600,35541,credit_card,3,233.66
50601,5272,credit_card,1,60.00
50602,84601,credit_card,10,104.65
50603,45300,boleto,1,59.36
50604,60997,credit_card,1,153.10
50605,82180,boleto,1,167.51
50606,10060,credit_card,1,70.03
50607,73056,boleto,1,132.39
50608,68219,credit_card,4,209.98
50609,88822,credit_card,5,195.93
50610,15717,credit_card,1,127.22
50611,9108,boleto,1,30.54
50612,1680,credit_card,9,188.34
50613,42905,boleto,1,433.46
50614,6258,credit_card,1,82.08
50615,79061,voucher,1,22.79
50616,35555,boleto,1,161.02
50617,62427,credit_card,1,31.35
50618,41428,credit_card,10,1206.34
50619,27728,boleto,1,328.63
50620,64215,credit_card,3,177.62
50621,61761,boleto,1,48.30
50622,76688,credit_card,1,92.10
50623,6595,boleto,1,22.75
50624,16136,credit_card,1,20.75
50625,5561,credit_card,3,114.79
50626,56455,credit_card,1,186.33
50627,8666,credit_card,1,268.84
50628,94015,voucher,1,5.52
50629,60164,credit_card,3,87.13
50630,54684,credit_card,1,16.86
50631,83755,credit_card,5,246.99
50632,65416,credit_card,2,23.78
50633,87346,credit_card,4,100.41
50634,64535,credit_card,2,23.68
50635,71166,credit_card,8,81.78
50636,25855,credit_card,2,98.32
50637,40610,credit_card,1,105.41
50638,42784,credit_card,1,123.74
50639,34736,credit_card,1,36.00
50640,28322,credit_card,5,113.26
50641,2805,credit_card,1,33.75
50642,56990,credit_card,1,85.05
50643,47750,credit_card,8,182.52
50644,30510,credit_card,1,33.72
50645,95943,boleto,1,62.65
50646,29976,boleto,1,168.23
50647,28029,boleto,1,65.20
50648,43057,credit_card,7,344.55
50649,98564,credit_card,1,84.91
50650,66654,boleto,1,43.00
50651,45324,credit_card,8,87.82
50652,97360,credit_card,9,95.99
50653,33944,credit_card,1,96.81
50654,92088,credit_card,3,149.45
50655,8705,credit_card,1,49.41
50656,23934,credit_card,2,59.50
50657,32608,credit_card,4,365.37
50658,53040,boleto,1,179.86
50659,91167,credit_card,4,44.50
50660,65398,credit_card,2,103.37
50661,7018,credit_card,4,247.61
50662,69904,voucher,1,100.00
50663,22546,credit_card,10,149.14
50664,12888,credit_card,3,68.04
50665,54622,boleto,1,99.95
50666,82288,boleto,1,39.34
50667,67165,credit_card,2,46.84
50668,35097,credit_card,4,317.88
50669,87957,credit_card,4,131.14
50670,84869,credit_card,4,154.85
50671,14692,credit_card,4,218.65
50672,54913,voucher,1,11.57
50673,20041,credit_card,3,292.53
50674,94300,credit_card,2,86.89
50675,68703,credit_card,3,74.18
50676,75971,credit_card,2,64.14
50677,11592,credit_card,1,197.65
50678,67247,credit_card,3,69.12
50679,8618,credit_card,1,82.12
50680,11336,boleto,1,1122.45
50681,5274,credit_card,1,114.95
50682,32101,boleto,1,146.68
50683,94245,credit_card,10,274.82
50684,5359,credit_card,3,193.84
50685,78587,credit_card,2,46.52
50686,23763,boleto,1,188.50
50687,40332,credit_card,5,129.32
50688,5940,credit_card,1,25.75
50689,38924,credit_card,1,167.88
50690,56072,credit_card,4,133.63
50691,13633,voucher,1,83.91
50692,74132,boleto,1,75.08
50693,82411,boleto,1,283.00
50694,53946,credit_card,10,1400.74
50695,71232,boleto,1,81.89
50696,64649,credit_card,6,60.73
50697,54224,credit_card,2,137.60
50698,61447,credit_card,9,96.22
50699,27832,credit_card,3,87.50
50700,29464,credit_card,3,52.78
50701,35552,credit_card,3,162.39
50702,90093,boleto,1,47.05
50703,41953,credit_card,1,90.39
50704,32918,boleto,1,92.46
50705,65831,credit_card,5,113.13
50706,80416,credit_card,8,93.91
50707,55923,boleto,1,35.86
50708,74776,credit_card,1,78.28
50709,39612,voucher,1,38.12
50710,8950,credit_card,3,147.52
50711,29554,boleto,1,161.46
50712,85231,credit_card,1,38.27
50713,9407,voucher,1,9.33
50714,6415,debit_card,1,47.53
50715,26027,credit_card,3,44.59
50716,14696,boleto,1,59.10
50717,97544,boleto,1,34.69
50718,95608,credit_card,2,172.75
50719,62132,boleto,1,48.01
50720,68149,credit_card,5,75.04
50721,77561,credit_card,1,34.26
50722,54311,voucher,1,64.22
50723,11704,credit_card,1,30.39
50724,533,credit_card,2,139.59
50725,14352,credit_card,3,93.30
50726,63709,credit_card,1,77.57
50727,5392,boleto,1,279.65
50728,88163,credit_card,8,359.64
50729,74941,credit_card,1,118.74
50730,69103,credit_card,4,140.49
50731,50197,credit_card,8,97.68
50732,66415,debit_card,1,138.74
50733,14679,boleto,1,172.52
50734,72079,credit_card,1,11.88
50735,91730,voucher,1,50.00
50736,30052,credit_card,2,116.13
50737,79836,credit_card,1,73.03
50738,12905,boleto,1,144.65
50739,44862,boleto,1,151.70
50740,71318,boleto,1,100.23
50741,3028,credit_card,1,153.90
50742,13392,credit_card,1,41.62
50743,32628,debit_card,1,25.84
50744,280,credit_card,3,207.02
50745,86296,credit_card,1,152.66
50746,67637,credit_card,4,282.27
50747,33051,boleto,1,54.00
50748,90941,boleto,1,85.98
50749,76351,boleto,1,73.50
50750,74017,credit_card,4,146.92
50751,72297,credit_card,1,536.30
50752,15898,boleto,1,313.53
50753,31680,credit_card,1,53.00
50754,84097,credit_card,1,59.96
50755,91121,debit_card,1,126.99
50756,81728,boleto,1,157.40
50757,74924,credit_card,1,57.43
50758,18878,credit_card,3,186.43
50759,10586,boleto,1,126.94
50760,59648,credit_card,8,86.83
50761,12245,credit_card,3,89.38
50762,38657,boleto,1,88.91
50763,41551,credit_card,1,92.31
50764,83557,credit_card,10,203.08
50765,17693,credit_card,3,92.30
50766,19303,credit_card,2,107.78
50767,35310,credit_card,7,146.84
50768,5215,credit_card,6,241.95
50769,76850,credit_card,10,141.50
50770,42125,credit_card,6,68.22
50771,39560,boleto,1,87.32
50772,38938,credit_card,17,177.25
50773,46767,boleto,1,42.96
50774,27124,credit_card,10,331.80
50775,86685,boleto,1,34.57
50776,87654,boleto,1,228.29
50777,25279,credit_card,1,66.10
50778,66836,boleto,1,114.45
50779,15404,voucher,1,39.47
50780,90291,voucher,1,39.08
50781,62702,credit_card,1,87.81
50782,98604,credit_card,1,24.02
50783,73592,credit_card,3,66.01
50784,11586,credit_card,8,216.07
50785,1902,credit_card,1,68.12
50786,39727,boleto,1,56.41
50787,96432,boleto,1,87.55
50788,53529,credit_card,10,2607.09
50789,56805,credit_card,2,55.75
50790,22189,credit_card,1,189.33
50791,92531,boleto,1,51.69
50792,4184,credit_card,10,158.88
50793,21028,boleto,1,123.40
50794,21807,boleto,1,56.60
50795,233,credit_card,2,80.10
50796,18538,credit_card,7,171.93
50797,4379,credit_card,4,63.35
50798,92014,boleto,1,177.80
50799,82661,credit_card,2,99.90
50800,78576,credit_card,1,49.00
50801,16741,credit_card,8,1014.75
50802,95277,credit_card,2,270.22
50803,53853,credit_card,2,25.03
50804,64597,credit_card,3,65.22
50805,69127,credit_card,1,110.74
50806,52578,voucher,1,59.27
50807,87380,credit_card,1,108.10
50808,75348,credit_card,8,286.56
50809,15608,credit_card,1,89.88
50810,3489,credit_card,1,123.11
50811,18890,credit_card,2,48.72
50812,74304,boleto,1,258.56
50813,64901,credit_card,1,119.48
50814,85884,voucher,1,25.00
50815,81952,credit_card,1,76.36
50816,37458,credit_card,5,50.00
50817,8586,voucher,1,20.00
50818,39671,boleto,1,177.48
50819,26855,credit_card,1,536.75
50820,34707,credit_card,1,34.65
50821,6041,credit_card,1,124.52
50822,96690,boleto,1,327.72
50823,76303,credit_card,1,36.09
50824,25468,credit_card,1,329.98
50825,65269,credit_card,1,146.02
50826,16135,credit_card,2,322.89
50827,46969,credit_card,3,172.66
50828,54787,boleto,1,25.87
50829,91490,credit_card,1,260.46
50830,12637,credit_card,2,134.72
50831,5407,credit_card,4,204.63
50832,35183,credit_card,2,121.00
50833,22010,credit_card,1,26.78
50834,39763,credit_card,1,159.32
50835,92543,boleto,1,267.25
50836,49133,credit_card,8,343.16
50837,56059,credit_card,8,87.24
50838,85112,credit_card,1,38.59
50839,89972,credit_card,8,107.00
50840,99327,credit_card,2,76.66
50841,7152,credit_card,3,92.41
50842,7527,boleto,1,46.13
50843,12009,boleto,1,64.44
50844,6181,credit_card,1,19.42
50845,45442,credit_card,3,166.05
50846,38834,boleto,1,419.04
50847,58409,credit_card,3,94.31
50848,5644,credit_card,8,220.04
50849,11834,credit_card,1,69.03
50850,48453,boleto,1,113.72
50851,34254,voucher,1,25.00
50852,83684,credit_card,2,145.99
50853,78608,credit_card,3,253.28
50854,10540,credit_card,1,37.09
50855,88857,boleto,1,181.33
50856,26417,credit_card,7,538.60
50857,83073,boleto,1,118.73
50858,51362,boleto,1,216.07
50859,5391,boleto,1,3041.73
50860,82388,credit_card,10,326.34
50861,2674,credit_card,2,137.53
50862,56554,boleto,1,178.56
50863,40360,boleto,1,46.59
50864,1076,credit_card,4,143.41
50865,51374,debit_card,1,283.02
50866,275,boleto,1,100.57
50867,77398,credit_card,5,102.03
50868,76034,credit_card,6,63.88
50869,94050,credit_card,1,47.64
50870,36186,boleto,1,330.08
50871,10455,credit_card,3,32.78
50872,34080,credit_card,2,78.96
50873,94588,credit_card,1,45.34
50874,52304,credit_card,4,316.30
50875,67623,credit_card,1,53.18
50876,46572,debit_card,1,247.68
50877,59396,credit_card,3,392.72
50878,91701,credit_card,4,108.72
50879,84463,boleto,1,40.09
50880,8757,voucher,1,8.61
50881,25353,boleto,1,140.02
50882,9904,credit_card,6,68.23
50883,63796,boleto,1,116.94
50884,95366,credit_card,7,144.44
50885,25810,credit_card,10,188.09
50886,52731,boleto,1,290.30
50887,73762,credit_card,8,98.15
50888,70922,credit_card,8,1471.51
50889,5027,credit_card,5,73.34
50890,99211,credit_card,3,226.12
50891,81238,credit_card,4,45.37
50892,14090,credit_card,4,105.06
50893,22161,boleto,1,119.25
50894,84058,credit_card,3,57.09
50895,63694,credit_card,6,134.34
50896,14303,credit_card,4,92.97
50897,57044,credit_card,2,133.75
50898,83265,credit_card,5,153.56
50899,86690,credit_card,5,381.86
50900,63967,credit_card,1,45.13
50901,838,credit_card,8,102.64
50902,34385,credit_card,3,153.27
50903,86246,credit_card,4,91.18
50904,66574,credit_card,3,80.32
50905,32446,credit_card,8,236.70
50906,55286,credit_card,2,58.28
50907,68789,voucher,1,15.84
50908,75232,credit_card,5,533.57
50909,83594,credit_card,5,477.96
50910,57537,credit_card,10,1019.97
50911,73773,credit_card,1,91.47
50912,8505,credit_card,3,36.15
50913,7963,credit_card,2,340.07
50914,23005,credit_card,1,78.64
50915,13436,credit_card,1,47.30
50916,42980,credit_card,1,50.00
50917,56345,credit_card,8,87.81
50918,49942,credit_card,3,69.22
50919,75050,credit_card,8,614.45
50920,31883,boleto,1,65.10
50921,23090,boleto,1,230.15
50922,7764,credit_card,1,20.68
50923,49158,credit_card,7,75.82
50924,25465,credit_card,8,117.85
50925,2987,credit_card,4,136.64
50926,71603,credit_card,1,67.11
50927,66221,credit_card,3,71.53
50928,55276,credit_card,4,1125.58
50929,54992,credit_card,5,150.72
50930,87377,credit_card,4,97.71
50931,61353,credit_card,1,207.46
50932,83881,credit_card,6,65.00
50933,36279,boleto,1,48.15
50934,1035,credit_card,2,318.30
50935,93761,voucher,1,329.02
50936,54887,boleto,1,806.69
50937,93755,credit_card,1,69.17
50938,56594,credit_card,1,132.34
50939,39732,credit_card,2,240.87
50940,39637,credit_card,1,58.63
50941,16640,credit_card,2,56.78
50942,75345,credit_card,2,225.71
50943,99411,boleto,1,49.59
50944,61735,boleto,1,95.30
50945,62717,credit_card,5,335.48
50946,9077,credit_card,2,133.21
50947,30570,credit_card,1,41.88
50948,16009,boleto,1,197.53
50949,91546,credit_card,3,32.00
50950,44592,credit_card,3,101.73
50951,2113,credit_card,1,134.89
50952,73285,credit_card,4,105.28
50953,13709,boleto,1,45.48
50954,69443,credit_card,5,363.22
50955,48262,credit_card,8,597.80
50956,88356,credit_card,5,108.74
50957,54545,credit_card,3,106.76
50958,85941,boleto,1,27.37
50959,88460,credit_card,6,73.07
50960,44372,credit_card,2,123.22
50961,48243,credit_card,3,169.93
50962,2048,credit_card,1,102.84
50963,71346,credit_card,1,114.42
50964,66849,boleto,1,117.04
50965,82225,credit_card,1,68.75
50966,58228,boleto,1,118.88
50967,93886,credit_card,6,126.23
50968,16090,credit_card,5,73.73
50969,51071,credit_card,1,111.02
50970,59728,credit_card,5,171.40
50971,20013,credit_card,4,176.83
50972,92488,boleto,1,166.25
50973,9164,boleto,1,501.50
50974,3050,credit_card,6,65.78
50975,23179,boleto,1,34.62
50976,56697,credit_card,2,172.35
50977,75011,credit_card,3,69.85
50978,67918,credit_card,8,276.58
50979,2707,voucher,1,43.27
50980,47209,credit_card,6,445.40
50981,74432,boleto,1,43.62
50982,57475,credit_card,1,29.10
50983,75156,boleto,1,59.00
50984,43762,credit_card,3,145.08
50985,1767,boleto,1,66.78
50986,97856,voucher,1,11.46
50987,6196,credit_card,1,61.84
50988,50733,credit_card,10,140.53
50989,48645,boleto,1,178.27
50990,14737,boleto,1,26.00
50991,60588,boleto,1,340.20
50992,8174,credit_card,2,86.36
50993,14990,credit_card,5,213.52
50994,18090,credit_card,3,52.10
50995,76669,debit_card,1,138.64
50996,93788,credit_card,1,4.12
50997,24157,boleto,1,116.57
50998,96929,debit_card,1,32.38
50999,38376,boleto,1,25.00
51000,7929,credit_card,5,163.79
51001,25474,credit_card,3,165.54
51002,86031,credit_card,1,190.01
51003,55397,credit_card,1,75.10
51004,5504,credit_card,4,480.59
51005,17601,credit_card,1,48.51
51006,54826,boleto,1,34.75
51007,20225,boleto,1,140.75
51008,821,boleto,1,27.60
51009,30453,credit_card,1,124.71
51010,7430,credit_card,5,89.88
51011,17499,boleto,1,43.95
51012,46815,credit_card,1,71.67
51013,57785,boleto,1,75.16
51014,58231,credit_card,6,519.25
51015,53487,credit_card,9,295.83
51016,19564,credit_card,1,83.88
51017,55385,boleto,1,88.97
51018,82789,credit_card,4,98.88
51019,67327,credit_card,2,66.67
51020,4108,boleto,1,170.91
51021,77582,boleto,1,69.24
51022,64373,credit_card,2,27.38
51023,31394,credit_card,2,120.09
51024,23879,credit_card,8,138.50
51025,25494,credit_card,3,285.54
51026,50913,voucher,1,6.82
51027,53432,voucher,1,75.96
51028,34199,credit_card,3,116.26
51029,88530,credit_card,1,76.10
51030,17485,credit_card,10,283.99
51031,25509,credit_card,2,158.25
51032,47877,boleto,1,98.62
51033,64919,credit_card,5,158.43
51034,8489,credit_card,3,60.42
51035,4911,credit_card,8,756.01
51036,17355,credit_card,3,74.16
51037,69898,boleto,1,29.77
51038,15079,credit_card,1,123.18
51039,16106,credit_card,8,872.94
51040,96127,credit_card,1,39.52
51041,30632,credit_card,2,45.00
51042,83651,voucher,1,96.94
51043,18429,credit_card,2,103.72
51044,95688,credit_card,1,54.17
51045,37588,credit_card,4,85.72
51046,26404,credit_card,6,173.17
51047,9400,voucher,1,14.26
51048,85150,credit_card,6,141.67
51049,47045,debit_card,1,236.97
51050,84280,credit_card,1,19.53
51051,96599,credit_card,2,164.79
51052,79023,boleto,1,30.22
51053,73543,credit_card,6,302.46
51054,55830,credit_card,8,116.43
51055,64625,credit_card,4,69.95
51056,9417,credit_card,2,48.21
51057,22322,credit_card,6,328.32
51058,33332,boleto,1,218.45
51059,42073,credit_card,3,35.00
51060,96708,credit_card,7,151.61
51061,89657,voucher,1,63.68
51062,83309,boleto,1,69.04
51063,63037,boleto,1,55.09
51064,5233,credit_card,8,82.88
51065,27169,credit_card,2,85.80
51066,77162,credit_card,1,50.87
51067,95909,credit_card,8,84.71
51068,15023,credit_card,4,199.36
51069,4324,boleto,1,146.33
51070,69300,credit_card,5,124.28
51071,4953,credit_card,3,54.52
51072,50312,boleto,1,611.68
51073,2825,voucher,1,50.00
51074,42461,credit_card,3,182.54
51075,91912,credit_card,3,72.85
51076,41864,credit_card,5,69.48
51077,6408,credit_card,5,512.21
51078,12004,credit_card,1,173.27
51079,12196,credit_card,1,204.49
51080,75125,credit_card,7,155.63
51081,83238,boleto,1,61.01
51082,90995,credit_card,1,31.77
51083,38954,voucher,1,17.78
51084,59206,credit_card,1,68.94
51085,99111,boleto,1,64.70
51086,44010,credit_card,1,319.11
51087,67001,credit_card,1,87.33
51088,63484,credit_card,9,98.44
51089,5424,credit_card,1,15.23
51090,51142,credit_card,1,48.28
51091,36169,credit_card,3,185.99
51092,5444,credit_card,4,148.58
51093,13510,boleto,1,51.75
51094,11063,credit_card,1,71.82
51095,43460,boleto,1,249.79
51096,56888,credit_card,2,117.10
51097,82747,boleto,1,108.83
51098,72847,credit_card,4,170.96
51099,30259,credit_card,2,41.29
51100,14976,credit_card,5,478.33
51101,14413,credit_card,1,37.93
51102,66640,boleto,1,336.56
51103,77390,credit_card,2,112.14
51104,86171,credit_card,3,265.11
51105,11293,credit_card,3,177.10
51106,37140,credit_card,1,31.77
51107,3067,credit_card,1,259.12
51108,3149,credit_card,1,32.31
51109,89683,credit_card,3,37.94
51110,54570,credit_card,1,69.73
51111,48900,boleto,1,55.09
51112,90383,boleto,1,130.56
51113,11573,credit_card,3,142.32
51114,61347,credit_card,5,1100.00
51115,80466,boleto,1,121.98
51116,93847,credit_card,1,62.50
51117,73867,credit_card,2,47.77
51118,21062,credit_card,1,38.95
51119,9859,boleto,1,154.64
51120,47352,credit_card,1,36.59
51121,85856,credit_card,1,38.37
51122,7110,credit_card,3,158.04
51123,6409,credit_card,1,58.03
51124,34406,voucher,1,68.70
51125,30669,boleto,1,65.22
51126,84309,credit_card,1,510.16
51127,40064,credit_card,1,8.88
51128,78765,voucher,1,20.00
51129,91314,credit_card,3,276.07
51130,44944,credit_card,1,211.92
51131,32689,credit_card,1,31.77
51132,81440,credit_card,1,321.90
51133,12297,credit_card,3,93.48
51134,83168,credit_card,3,112.91
51135,38140,credit_card,2,31.75
51136,39821,credit_card,3,154.96
51137,89408,credit_card,10,158.93
51138,78965,boleto,1,95.22
51139,24588,credit_card,6,105.37
51140,37848,credit_card,6,889.28
51141,60121,boleto,1,67.89
51142,87700,boleto,1,114.79
51143,29825,credit_card,5,55.22
51144,48523,credit_card,4,164.28
51145,52840,credit_card,4,129.20
51146,20971,credit_card,5,105.04
51147,38982,credit_card,3,108.70
51148,35674,credit_card,10,654.78
51149,365,credit_card,2,27.77
51150,83385,boleto,1,111.89
51151,69455,credit_card,4,136.86
51152,1614,credit_card,3,120.87
51153,65851,boleto,1,104.37
51154,13308,credit_card,2,254.40
51155,47136,credit_card,1,62.41
51156,28749,credit_card,3,76.31
51157,9127,credit_card,5,109.39
51158,44474,boleto,1,144.72
51159,51177,credit_card,5,221.12
51160,3220,boleto,1,106.38
51161,21315,credit_card,1,83.36
51162,61600,credit_card,4,209.37
51163,12156,credit_card,4,128.62
51164,74743,credit_card,8,162.91
51165,71341,credit_card,1,75.07
51166,3624,boleto,1,92.90
51167,16915,credit_card,2,280.92
51168,33591,boleto,1,1682.92
51169,3517,credit_card,2,47.76
51170,73202,credit_card,1,15.38
51171,46578,credit_card,2,59.19
51172,59200,credit_card,1,16.15
51173,49540,credit_card,1,95.83
51174,37478,credit_card,3,86.99
51175,56429,credit_card,2,207.57
51176,57832,credit_card,5,175.77
51177,61255,credit_card,2,88.94
51178,15421,credit_card,2,132.03
51179,33830,credit_card,1,92.30
51180,45278,voucher,1,66.23
51181,7569,boleto,1,31.00
51182,59895,boleto,1,283.53
51183,73497,credit_card,3,103.91
51184,70618,voucher,1,5.71
51185,13145,credit_card,6,220.18
51186,58922,credit_card,2,68.87
51187,52831,debit_card,1,249.94
51188,16867,credit_card,5,100.00
51189,65962,boleto,1,39.00
51190,73597,credit_card,4,42.77
51191,11563,credit_card,1,23.72
51192,13560,credit_card,4,200.15
51193,39546,credit_card,6,66.51
51194,91476,credit_card,2,151.18
51195,14386,boleto,1,64.94
51196,97060,credit_card,3,38.62
51197,68165,credit_card,1,136.24
51198,1585,credit_card,2,210.54
51199,44880,credit_card,1,436.31
51200,35585,voucher,1,87.17
51201,65880,credit_card,3,167.72
51202,90630,voucher,1,78.70
51203,28630,credit_card,5,50.68
51204,92821,voucher,1,35.86
51205,93215,credit_card,6,132.00
51206,78188,credit_card,1,22.29
51207,42857,voucher,1,30.00
51208,46783,credit_card,1,28.48
51209,43574,voucher,1,23.91
51210,63610,boleto,1,38.16
51211,27657,credit_card,3,145.56
51212,90578,credit_card,10,123.38
51213,32015,credit_card,10,213.38
51214,41769,credit_card,3,157.28
51215,35922,credit_card,2,72.18
51216,47143,credit_card,3,173.85
51217,73257,voucher,1,9.84
51218,71683,credit_card,1,45.22
51219,81553,credit_card,1,182.56
51220,68363,credit_card,1,77.56
51221,18355,voucher,1,6.34
51222,35653,credit_card,3,69.65
51223,45400,boleto,1,21.04
51224,36724,credit_card,2,65.71
51225,67296,boleto,1,36.77
51226,81098,credit_card,1,37.65
51227,25868,boleto,1,31.09
51228,45391,credit_card,9,96.22
51229,77753,credit_card,1,110.00
51230,14444,credit_card,1,238.06
51231,38360,credit_card,10,358.04
51232,26693,credit_card,1,106.86
51233,3108,boleto,1,83.87
51234,19026,credit_card,1,96.88
51235,83933,credit_card,2,141.86
51236,83816,credit_card,3,406.23
51237,35609,credit_card,3,173.27
51238,51752,boleto,1,489.92
51239,66347,credit_card,1,46.47
51240,244,boleto,1,53.30
51241,60502,credit_card,4,177.48
51242,7062,credit_card,2,128.19
51243,55608,credit_card,8,148.15
51244,12473,credit_card,2,83.80
51245,45837,credit_card,8,354.24
51246,87447,credit_card,2,24.36
51247,60777,credit_card,2,83.33
51248,23058,credit_card,10,181.52
51249,33107,credit_card,6,99.24
51250,23101,credit_card,1,159.86
51251,73943,credit_card,2,57.50
51252,19574,credit_card,8,165.48
51253,52992,credit_card,4,249.14
51254,3724,credit_card,1,74.07
51255,63580,credit_card,3,62.56
51256,68424,credit_card,3,363.20
51257,9133,credit_card,2,102.87
51258,1343,credit_card,1,112.92
51259,90286,credit_card,4,46.22
51260,70663,credit_card,1,384.70
51261,71581,credit_card,2,159.30
51262,93752,credit_card,3,221.89
51263,46665,credit_card,3,106.01
51264,46657,credit_card,2,48.75
51265,75019,credit_card,2,28.62
51266,13235,credit_card,1,78.02
51267,31764,credit_card,3,156.58
51268,23760,credit_card,5,118.35
